user,text
U0887F33HTR,"(Discussion) How do geckos stick to surfaces using van der Waal's forces if these forces are so weak? Is there any kind of surface that prevents these interactions from occurring, and what about a gecko's environment makes this the best mechanism for them to climb?"
U088N1D569Y,"Our results were similar to what the above comments observed ^. Most of our team lifted similar amounts, however the results were not 100% consistent, with some angles producing actual results that were above, and others below, predicted. We thought that one reason for this was other synergistic muscles being recruited to assist the biceps brachii (when actual > predicted). We thought our golgi tendon reflex "
U088N1DJDS6,"Geckos stick to surfaces using van der Waal's forces but in a way that they evolved a specialized adaptation that amplifies the van der Waal effects. I read that their feet are covered in millions of microscopic hair-like structures called setae, and these structures drastically increase the surface area while in contact with another surface, allowing geckos to generate enough adhesion to support their body weight. This mechanism is reversible and energy-efficient since geckos can attach and detach their feet rapidly by changing the angle of contact. Certain surfaces can disrupt the adhesion, such as porous & rough surfaces, wet or slippery surfaces, and extremely smooth low-energy surfaces.  This mechanism is great for geckos because usually they have to navigate a variety of surfaces in the jungle, making a versatile, energy-efficient climbing method crucial for survival."
U0887F68Q8P,"(Discussion) I just went over the slide of today uploaded. Does the effectiveness of suction depend on environmental factors? Such as temperature, humidity?"
U088QGKHJ20,"(Discussion) I would assume that the effectiveness of suction does depend on environmental factors. Considering temperature, a change in temperature will cause a change in air density which can affect the pressure needed for efficient suction. Additionally, with high humidity there may condensation within the suction cup which may reduce friction or cause slipping."
U088QGKHJ20,"(Discussion) Looking at the picture of the octopus and its suction cups, and considering Margaret's question above, I began to wonder how the the effectiveness of suction would be different underwater versus in air. Wouldn't the environment of water lead to a lack of friction and potential slippage, making the suction cups of the octopus ultimately ineffective? How does the octopus maintain the effectiveness of its suction cups in a marine environment?"
U0887F6V4UX,"Discussion: Looking at different mechanisms of adhesion, molecular mechanism was the most interesting to me. Using van der waal's forces equation to figure out the radius and distance was a fascinating point. What are some real life examples of this?"
U0887F6V4UX,"Discussion: I wonder if claws as an adhesion mechanism is similar to how straps work for working out. Since most organism's claws kind of act like an additional lever system, would it be similar to humans using straps? Because they have longer (ratio-wise), it would also be easier for these organisms to hang onto stuff. I believe humans having shorter fingers (again, ratio-wise) and having multiple joints within the fingers itself puts us at a disadvantage in climbing or hanging on."
U0890MX5R33,I was curious about the evolutionary aspect of suction limbs/appendages - why are the advantages and why have some organisms evolved to have them while others haven't?
U088FCLC7PG,"Discussion: After reading through today's slides, I was really curious about Stefan adhesion. Stefan adhesion occurs when fluid is trapped in between two surfaces, and is often seen in amphibians and insects. How might this phenomenon be affected by environmental conditions such as humidity or temperature? How might the adhesive qualities of a tree frog differ from those of a bullfrog?"
U088N1DJDS6,"Discussion: Claws enhance grip through frictional adhesion, mechanical interlocking, and surface interactions. The sharpness, curvature, and material composition of claws (mainly keratin) influence how animals maintain contact with different surfaces. One key mechanical principle at play is the cantilever beam effect, where the claw is anchored at one end within the toe or paw while the free end engages with a surface, distributing forces effectively. This biomechanical advantage allows animals to resist bending forces and maintain stability while gripping or supporting their body weight. With this in mind, how do variations in claw shape, material properties, and adhesion mechanisms across different species influence their ability to climb, dig, or capture prey? Furthermore, how might studying these adaptations inspire biomimetic applications, such as the design of robotic gripping systems or advanced prosthetic limbs?"
U088QGJBE0L,"Discussion: I was curious about this as well, I wonder if some animals can sense changes in conditions such as humidity or temperature and adjust accordingly. Like some animals can sense changes in barometric pressure before a storm and move to shelter."
U088QGJBE0L,discussion: Mechanisms discussed in the slides from today of adhesion all serve relatively the same purpose however some appendages appear more alike than others. For example suction and capillary adhesion have more similar morphologies to one another than a claw. I wonder which if any of these methods of adhesion are examples of convergent evolution and which are examples of divergent evolution?
U088FCLP61L,"I was curious that with all of these for a of adhesions, are there any species that may utilize more that one type. The claws are mainly noticed in terrestrial animals while suction seems to be in aquatic and capillary adhesions seems to be in amphibious species. Compared to Stefan Adhesions, the others seem to allow for more mobility but I wonder if there are examples of vertebrates possessing multiple "
U06DFEQBJRF,"Hi All, please use this link to sign up for bending experiments. "
U088N1D569Y,^ do we need to do the bending experiment together w/ our group or can we gather data separately?
U06DFEQBJRF,"With the group, yes."
U088FCMFG9L,"(Discussion) In class today, we talked about how there are a disproportionate amount of small organisms that use a cantilever system as opposed to larger ones due to scaling issues. The sloth seems to be one of the only ""larger"" creatures to use this system, and I was wondering if there were any special mechanisms by which the sloth is able to overcome its scaling disadvantage when using the cantilever system."
U088FCMFG9L,"I feel like the mechanisms of suction and Stefan adhesion are a good example of convergent evolution, as they represent different organisms obtaining structures similar in function but different in structure. Both the octapus and limpet use their suction cups and mucous secretions for adhesion and likely evolved these similar yet different appendages as a response to their environment"
U0887F68Q8P,"This is a really good observation. Sloths like larger animals reduce the muscle energy spent, they use their claws to clock on the tree trunk to reduce their muscle contraction force. I also think the long hooks on the claw are beneficial to their resistance"
U088FCLC7PG,"There are definitely some species that use multiple adhesion types, and this is especially dependent on their environment and their needs. For example, frogs use multiple types of adhesion to accomplish different tasks. They use capillary adhesion for clinging to wet surfaces and toe pad friction in order to climb. Another example of this phenomenon is a gecko who may use van der waals adhesion and claws in order to exist in rough terrain."
U089ARDGJFJ,discussion - would the forces used by geckos when walking on or up a very smooth or wet surface be considered van der waals forces?
U088QGKHJ20,"(Discussion) Today in class we discussed how blood is a shear-thinning, non-Newtonian fluid, meaning its viscosity decreases as shear rate increases. How does this property affect circulation in different parts of the body, such as capillaries versus major arteries, and what are the implications for diseases like hypertension or anemia?"""
U088N1B170S,"I thought this was a very interesting and advantageous evolutionary adaptation - it allows blood to flow effectively and at an appropriate speed/viscosity through both capillaries and large veins, two different areas that would have dramatically different BP’s."
U0887F33HTR,"(Discussion) We talked about the functional significance of shear-thinning fluid in the body, like blood, but I was curious if there are any shear-thickening fluids in the human body? If so, where is it found, and why is this property beneficial for the body for that particular fluid?"
U088N1D569Y,"I also wondered about the different viscosities in arteries (higher shearing rate) vs veins. I found an article that talked more about the phenomenon we mentioned in class of higher viscosity increasing risk of blood clots. The paper looked at hyperviscosity syndrome, usually caused by Waldenstrom macroglobulinemia and the increase in serum proteins associated with it. It found that hyperviscosity increases prevalence of vascular ischaemia-inducing diseases. (Study: "
U088N1B170S,"(Discussion) At the end of class we addressed why flower nectar is a certain % sugar, which is around 20%. If we selectively bred flowers to have a significantly higher sugar %, what do you think the adaptations of local pollinators, specifically butterfly species, would be? Would we see an increase in non-insect pollinators? are there any real world examples of this?"
U0887F33HTR,"(Discussion Reply) The higher sugar content would also increase viscosity, so I think the butterflies would need to adapt to this with some change in their proboscises—perhaps their diameter would need to increase or evolve some stronger mouth parts? I think there would be an increase in non-insect pollinators like hummingbirds; hummingbirds actually prefer nectar with a higher sugar content, so maybe these flowers with high sugar content will just be increasingly visited by hummingbirds, while flowers with lower sugar content might still be pollinated by butterflies. Certain plants like Hummingbird Sage actually have already evolved to have higher sugar content in their nectar to attract hummingbirds, but it is not radically different from the 20% in other plants—it is about 30%."
U088FCMFG9L,"(Discussion) Today in class, we talked about the tradeoff between nectar viscosity and sugar concentration from the perspective of pollinators, and how the energy demands of higher viscosity fluids on pollinators lead to a 20% sugar concentration being the optimal figure. My question is how would the plant's own energy needs also factor into this situation? Ideally, the plants would want to give up as little sugar in their nectar as possible to retain the energy for themselves, so how did 20% end up as the equilibrium point when also factoring this element in?"
U088FCLC7PG,"Discussion: Today in class when we discussed the uptake of nectar by butterflies, I couldn't help but think of blood-feeding insects like mosquitoes. How do you think the feeding mechanisms/muscle contractions vary between butterflies and mosquitoes, where one relies on a much more viscous fluid for nutrients? Are mosquitoes able to create a pressure gradient with a greater degree of magnitude?"
U088N1DJDS6,"I don't know if there are naturally occurring shear-thickening fluids in the human body, but synovial fluid can act as one under certain conditions. Under sudden, high-impact loads, synovial fluid can temporarily increase viscosity. This response helps absorb shock and protect cartilage from excess strain. There could be other instances where local concentrations of molecules create sheer-thickening effects under specific conditions but this really is the only one I've seen documented."
U088N1DJDS6,"(Discussion): After doing some research about synovial fluids and how they can change between sheer-thinning and sheer-thickening fluids, I was curious about how the viscosity of synovial fluid in joints change in response to different physical activities, such as running versus sitting? What are the potential consequences of these changes for joint health, and how might conditions like arthritis alter this balance?"
U088QGKHJ20,"While blood is a more viscous fluid than the nectar, mosquitos actually have a very interesting capability of injecting vasodilatory and anticoagulant (anti-clotting) compounds through their saliva that can reduce clotting and increase blood flow as they feed on the host organism. Additionally, the blood in the host organism (unlike the nectar in a flower) is also pressurized, so the mosquito is likely relying on a negative pressure gradient which will help/encourage the blood to flow out of the host while feeding."
U0887F68Q8P,"Energy production is involved in nectar production, therefore the plants need to restore some energy for their growth and survival. However, if the energy is too little, it is not enough to compete with other plants and attract pollinators. Another factor to consider might be that 20% will probably be the equilibrium point for pollinators to stay at a few flowers instead of one for cross-pollination. If the concentration is too high or low, it might cause it to quickly leave the flower or stay too long at one."
U089ARFS08G,"In today's lecture, we started discussing fluid dynamics, specifically, the relationship between how viscosity and shear stress affect the flow of fluids.

One interesting example of fluid mechanics, that was also mentioned in class, is blood exhibiting behavior of Newtonian and Non-Newtonian fluids. This is because the method of transportation of blood can be from capillaries, veins, and arteries. Capillaries have low shear rates meaning that viscosity is increasing and it behaves as an ideal fluid. Whereas in arteries, where there is less viscosity, there are high shear rates that have the behavior of Non-Newtonian fluids. Essentially, the viscosity of the blood is not constant and linear to the rate of shear stress when moving through arteries.

However, it was interesting to learn that not all fluids will behave the same when passing through a small “channel” because of the type and amount of solutes. This concept is shown through the example mentioned in class explaining why plants produce dilute nectars. Nectars are consumed by pollinators with small parts. And the mouth parts of the proboscis in the example is very small. Therefore, the flow rate is ideal when there is a 20% concentration of sugar in the nectar. Essentially, nectar at that concentration flowing through the mouth of the proboscis has a huge shearing effect differing significantly to the behavior of blood flowing in the capillaries with a low shearing effect.

Overall, the examples in class explained the relationship of viscosity and shear stress while emphasizing that you cannot make the same assumptions of the behaviors of different fluids."
U088QGJBE0L,Todays discussion on how solute concentration made me think about common blood thinners and their uses to decrease blood viscosity. I wonder if all blood thinners act on solute concentration or if some are vasodilators that decrease sheer rate? 
U0887F6V4UX,Discussion: I realize how an increase in temperature results in a decrease in viscosity. This is probably due to the atoms gaining more energy from heat to move around more freely. What are some real-life examples of putting this characteristic of a fluid to use?
U088QGJBE0L,This is a good question. I believe that pollinators would simply avoid the species of flower altogether and that in the long run the flower would die out due to a lack of its seeds being spread due to pollinators. 
U0887F6V4UX,"Discussion; Upon quick research, I learned that the decrease of sheer rate by increasing the blood vessel diameter. It seems like most vasodilators work by decrease of sheer rates with the expansion of cell walls. However, this is just an indirect affect of vasodilators, they are not primarily designed to necessarily decrease shear rate."
U088FCLP61L,Species that consume the nectar would need to be able to put in more energy into extracting the nectar which could be seen in using less energy in other aspects of their life to prioritize the amount of energy they need to get the nectar. We might see species develop larger appendages that are able stronger to apply more force and surface area in collecting the nectar. Species may also move slower to store energy better because although they get more energy from the higher sugar content they must put a lot sucking the viscous liquids. 
U088FCLP61L,"One question that I had was the evolutionary relationship between butterflies anatomy and the flowers they get nectar from. To maximize the about of sugar they are getting from the flower’s nectar, the butterflies would need to maximize the diameter of their proboscis, but has the viscosity affected how long their proboscis has to be? Would a shorter length allow for more because the nectar has to travel a shorter distance or would it be ineffective because it "
U088FCMFG9L,"After doing some quick research, I found a few examples of this characteristic of fluids in the real world. One example is when you are cooking with oil on a frying pan, and as the pan is heated, the oil becomes less viscous. This makes it easier to spread the oil around and lubricate the entire pan surface. Another example of this is motor oil, which is able to effectively lubricate engines (which run at high temperatures) due to a decreased viscosity."
U06DFEQBJRF,Hey all
U088N1B170S,"(Discussion) In class we discussed how a lack of need for streamlining allows bacterium to take on shapes that cannot be seen in other animals on larger scales. On the opposite end of this scale, how does the need for streamlining impact evolution? would you say this is a evolutionary pressure that encourages convergent evolution? what examples of this come to mind?"
U088FCMFG9L,"(Discussion) In class today, we looked at a range of different Reynold's numbers for different phenomena on Earth, such as a blue whale swimming. My question is: does the varying material of an organism's surface (such as having scales versus traditional skin) impact whether the resulting posterior flow is more turbulent or laminar?"
U088N1DJDS6,"Streamlining evolution is important, especially for larger organisms in the water so as to minimize turbulent flow and pressure differences. Viscosity doesn't matter as much for organisms whose size is magnitudes greater than the molecules that make up the water they swim in, and as such need more efficient ways to traverse their aquatic terrain. This strong selective pressure leads to convergent evolution since all these organisms are trying to find the best, most energy-efficient solution to this problem. I saw that dolphins, sharks, and penguins have evolved torpedo-like shapes to efficiently move through water, and although they all have vastly different morphologies, they evolved this strategy as a means to efficiently move through the terrain"
U0887F6V4UX,"That's a great question. Upon a quick research, it seems like more rough organism surfaces like scales as you mentioned create more of a turbulent flow, and a laminar flow for organisms with smoother surfaces. So the short answer is, yes."
U0887F6V4UX,"(Discussion) as we talked about in class today about different materials and organisms' RE, I wondered how this applies to airplanes. It seems like higher altitudes create a more turbulent flow, but this actually helps keep the airplane to maintain lift. One interesting thing I found was that during takeoff, it actually transitions from laminar to turbulent flow. The initially low velocity allows a more stable lift off."
U088N1DJDS6,"(Discussion) After discussing Bernoulli's Principle more in tandem with Reynolds number, I was curious whether organisms have cool and creative ways of exploiting the principle in nature? Like by somehow utilizing variations in fluid velocity and pressure, they are able to aid in tasks like locomotion and feeding. I'm just curious for some examples that would be cool to read about."
U089ARDGJFJ,(Discussion) I was wondering the same thing as Matthew
U088N1B170S,"I was wondering the same thing during class, I always assumed that plane wings were designed to be aerodynamic, but "
U088QGKHJ20,"(Discussion) Thinking about Reynolds number and streamlining, it’s interesting how different organisms adapt their movement to fluid environments. Bacteria use flagella to move since inertia is negligible, while larger animals like large fish or and birds evolve streamlined shapes to reduce drag. Would this be an example of convergent evolution? What other animals from different lineages have developed similar adaptations to move efficiently?"
U088QGKHJ20,"One cool example I was thinking about is how manta rays use their large, wing-like fins to generate lift in a way similar to aircraft wings/birds, trying to reducing energy expenditure while swimming. Rays have always stood out to me as ""fish"" that have a more unique way of swimming around with large wing-like fins, mainly because we would typically associated ""wings"" with movement through air."
U088FCLP61L,My quest
U088QGJBE0L,In todays lecture we learned that small creatures have to expend more energy to travel through fluids due to the high shear drag and going through a solution of molecules that are large compared to their size. If this is true I wonder are smaller creatures typically limited to smaller habitats as a result of this? Or will smaller creatures expend the energy to travel larger distances at intermittent time intervals like birds do for migration?
U088QGJBE0L,I agree with Jihoon that this definitely contributes to differing types of flow. I would also assume that these flow productions are typically evolutionarily beneficial in some way as to confer some sort of advantage while flying or swimming.
U088FCLC7PG,"In today's class, we discussed how smaller aquatic organisms experience high shear drag, navigating through mediums where molecules are relatively large compared to their body size. How might this selective pressure influence their evolutionary adaptations for locomotion? Do you think there are certain bodily adaptations or locomotion strategies that have helped to mitigate the energetic costs of travel, similar to how birds have evolved to optimize their long-distance migration?"
U0887F33HTR,"(Discussion Reply) I think I would consider this convergent evolution; thinking of animals like sharks and dolphins, it is amazing how similar the body shapes are of two extremely distantly related animals—a dolphin went from a tetrapod body plan to a streamlined torpedo-like body plan with fins, that is almost identical to that of a shark. Because these two species were under the same environmental pressures with high Reynolds numbers, they evolved similar shapes to reduce drag."
U088N1D569Y,(discussion) In todays lecture we learned that small creatures do not need to be as streamlined shape-wise as flow separation gradient is negligent but large ocean creatures are more streamlined. After learning this I was wondering if this phenomena holds true for flying and land animals. I would guess that flying creatures such as birds would also be more and more streamlined the larger they are as they also must rely on fluid dynamics for flight.
U0887F33HTR,"(Discussion) In lecture we explored in depth how organisms can reduce drag due to flow separation via varying body shapes, but is it possible to reduce the shear stress or ""skin"" drag? We said this is unavoidable because every fluid will have some viscosity, but I feel like there must be some way to mitigate it—especially for smaller organisms with low Reynolds numbers, this would be a very important problem to overcome."
U0890MX5R33,Discussion: I was zonering if any experiments have been done with humans in higher/lower viscosity liquids and seeing how their swimming patterns change
U0887F68Q8P,"Discussion question: In today's lecture, we discussed Reynolds number (Re) and its relevance to the scale and size of various organisms. One example of an organism operating at a low Reynolds number is sperm. Given the challenges posed by a highly viscous environment at such small scales, what strategies have sperm evolved to enhance their motility and overall viability? Conversely, are there any advantages associated with a low Reynolds number in the context of human reproduction?"
U088FCMFG9L,"I think that evolutionary pressures due to high shear drag certainly influenced microscopic organismal locomotion. In class, we talked about how sperm cells move in a sort of corkscrew motion as opposed to traditional ""swimming"". This unique motion likely allows the cells to move through their medium in a more energy-efficient manner than traditional swimming would offer."
U088FCLC7PG,"I would also assume that flying animals follow this general principle. Larger ocean creatures are more streamlined in order to minimize drag, simplifying their movement through water. In terms of flying creatures, smaller birds/animals will have small Reynolds Numbers, meaning that viscous forces are dominant, making flow separation of air less pronounced. On the other hand, larger birds have high Reynolds Numbers, meaning that flow separation creates highly turbulent wake regions. Large birds, such as albatrosses, eagles, and condors have sleeker and more aerodynamically shaped bodies in order to counteract this pressure drag."
U0887F68Q8P,"It is definitely true that smaller creatures are typically limited to smaller habitats, as their inability to move long distances is due to the higher shear drag and their limited energy to travel long distances. But I feel these smaller creatures can probably facilitate movement by passive force like liquid or air flow."
U06DFEQBJRF,"Hi All, Groups for MP4 . . . ."
U06DFEQBJRF,"|First     |Last       |email           | group|
|:---------|:----------|:---------------|-----:|
|Gregory   |Russo      |"
U088FCMFG9L,"(Discussion) In class today, we talked about the energy/lift tradeoff for birds that have higher spans versus birds with lower spans, and how birds with higher spans don't need to beat their wings as much but have to exert more energy to do so. This left me wondering: over the long run, which wing system (high span vs low span) is more energy efficient? Does having a higher energy cost to beat your wings but beating them less frequently result in more or less energy consumption than the reverse scenario?"
U0887F6V4UX,"(Discussion): In class today, we learned about how we can assume a certain bird's habitat and flight behavior depending on their wingspan and physical build. I wonder if there are exceptions to this? My hypothesis is that if a certain bird has a drastically different flight trait than the other ones in the habitat, it can either be a severe disadvantage or maybe an advantage, being able to move and fly the way others can't."
U0887F6V4UX,"This is a great question, and I was wondering it too. After quick research, I found out that as long as the ""work"" done by both birds are the same, the energy consumption would be equivalent. However, it would differ in more beats or not per distance. Specifically, lower energy cost but higher beat would result in more fatigue on muscle endurance, having to flap the wings faster. On the other hand, higher energy cost but less beat would result in a different kind of fatigue, just on the muscle per beat. Overall, I think they both somehow compensate for the factor which puts them in fatigue, and results in a similar energy consumption ratio wise."
U0887F33HTR,"(Discussion Reply) I think birds with greater aspect ratios (larger spans) of their wings are still significantly more energy efficient. This is because they produce more lift with fewer wingbeats; even though each individual wingbeat is more energy-intensive, the bird is flapping so many fewer times that it really does not matter. In the case of an albatross with the most extreme of spans, they can fly for days without beating their wings a single time—the energy cost of flight is almost negligible. The real tradeoff, as we mentioned, is maneuverability. Massive wings are bulky, make changing direction in flight more difficult, and make ground movement very clumsy and awkward."
U088FCLC7PG,"(Discussion): During class today, I couldn't help but think about flightless birds, like ostriches, in this context. They have wings as they inherited them flying ancestors, but over time, ostriches adapted to living on the ground. Therefore, their wings evolved for other purposes, like running. How do you think the movement, shape, and size of an ostrich's wings influence the lift/drag forces acting on its body while it is running?"
U0887F33HTR,"(Discussion) We briefly mentioned 'camber' of a wing in class today when talking about how wings with 0 angle of attack can still generate lift, but how exactly does this shape generate lift? What kind of shapes optimize camber to maximize lift, and why would it be useful to generate lift with 0 angle of attack?"
U088N1DJDS6,"The camber shape for most typical wings is positive camber, which refers to the curvature being convex in the upper part so it is curved more while the lower part is relatively flat. I did some research and for wings with a positive camber and a 0 angle of attack, it is possible to still generate lift. The wing's curved upper surface accelerates airflow more than the bottom surface, creating a pressure gradient between the lower and upper parts of the wings. The curved geometry redirects incoming airflow downward, resulting in an opposite upward reaction on the wing.  I saw there were multiple types of camber, but I think high positive camber is probably the best one for maximizing lift. And I think it'd be useful to generate lift with a 0 angle of attack probably because at that angle the induced drag is much less, leading to better energy efficiency; probably would have this angle with general cruising stability though."
U088N1DJDS6,"(Discussion): We talked mostly about bird lift in lecture today but I was more curious, after discussing the the wright brothers, how planes modification now effect overall aerodynamics and efficiencies. Things such as slats, flaps, and winglets, how to these different wing modifiers affect airflow and lift production, and what trade-offs do they introduce?"
U088N1B170S,"discussion: at the lab I work at, one of our parrots cannot fly because he is older and has preened the tips of his wings too aggressively, leaving the feathers damaged. Based on what we learned today, why would this particularly impact his flight and how would you expect this to affect MP4 results if we were using his and a healthy parrots wings?"
U088N1B170S,"I play flight sims time to time, and this lecture really made a lot of what i was doing out of habit make sense. By extending the flaps the SA of the wing increases, hence introducing more lift at lower speeds, making it optimal for a safe takeoff/landing. unlike the Wright brothers, this allows for improved fuel efficiency throughout the flight, allowing larger payloads to go further distances."
U0887F68Q8P,"Discussion: As we learned in class, birds vary in "
U089ARFS08G,"We know that some birds rely on flapping more than sustained soaring which would lead to differing aspect ratios depending on the bird.

There are numerous evolutionary pressures that favor low aspect ratio wings that are characterized by shorter, broader wings. One evolutionary pressure is how often do they fly and the speed they fly at. A bird who only flies for a short time amount of time would need short, broad wings. This allows them to maneuver in the most efficient manner. For example, a dove has short and broad wings useful to be able to take off quickly to escape from a predator or a danger in their environment.

They cannot evolve endurance flying because of the amount of energy it would take to fly long distances. Birds with low aspect ratio wings generate a lot of drag and they would need more energy to ensure they do not tire out. In addition, there short and broad wings would not allow them to have the ability to soar. Therefore, it would be hard to have birds develop endurance flying."
U0890MX5R33,Discussion: Today we talked about how bird wing shape can help them generate life at a zero angle. I was wondering if this is also true for flying mammals like bats or even gliding mammals like a flying squirrel. Are the differences in shape enough to cause them to have to use an entirely different mechanism of flight?
U088FCLP61L,In class we were talking about lift and observed differences in shape for wings of both birds and some planes. We recognized how the angle and shape of these wings would have different affects on an objects lift. But looking at images I noticed that a lot of wings on planes have larger cross sectional areas near the plane compared to the tips of the wings. I was wondering if this was similar in birds where their wings are larger towards their shoulders and then smaller at the ends of the wings. If so how does this affect drag and lift compared to if the wing was the same thickness throughout
U088QGJBE0L,Discussion: in class we discussed how angle of attack can impact the amount of drag produced by wings in birds. I wonder if there are animals that use extremely elevated or depressed angles of attack to maneuver more quickly/increase their agility while flying? 
U088QGJBE0L,One would assume that if a bird has drastically different flight traits it would either evolve to dominate a particular niche in its environment thus becoming the new dominant species in a region or it would be evolved out due to a lack of fitness in its environment. 
U089ARDGJFJ,"In class we talked about wing shape and how the tails of the wing can specifically cause wind vortexes and induced drag. I would be interested to see how a bird with a damaged wing or missing feathers would fly based on this versus a healthy bird. Similarly, some birds molt their feathers, would they fly differently during molting season? "
U088FCLP61L,This is an interesting thought and in my opinion this can be seen in smaller birds which are light weight and are known for rapid changes in movement. The first that comes to mind would be a swallow. When I watch them they make much more rapid wing movements and lend to flap more in a single flight then other birds. Some quick googling I found they have larger wings for their body size but also are able to rotate their wings with ease. 
U088QGKHJ20,"While birds and bats both generate lift, their wing structures differ significantly. Birds have rigid, feathered wings, whereas bats on the other hand have flexible, membranous wings with many joints. Flying squirrels don’t generate true lift like birds or bats but instead they glide to create air resistance and control their descent. So while the general principles of fluid dynamics apply, their mechanisms of flight are pretty different"
U088QGKHJ20,"Flight is an adaptation seen in many animal groups, from birds and bats to insects and even some fish that glide. I’m curious what are the key evolutionary pressures that led to the development of flight in such different species? Did flight evolve primarily for escaping predators, finding food more efficiently, or something else? Which factors might influence whether an animal evolves true powered flight versus just gliding?"
U088FCMFG9L,I think that a bird with a damaged wing would be more likely to create a wind vortex and turbulence due to the irregular shape of the wing. A wing injury would also likely require the bird to take on a different pattern of wing movement (with a higher energy cost) to compensate for the loss of wing surface area.
U088N1D569Y,Today’s class helped make clear the trade off between soaring efficiency of large birds with big wingspans and 
U0887F68Q8P,I don't think their wings generate significant vertical lift force to assist flying but they could have some horizontal lift force for stabilizing. The wings' shape can either reduce or increase drag force depending on their position.
U088FCMFG9L,"Today in class, we learned how Eels are more efficient in comparison to Tuna in terms of long-distance swimming efficiency. How does the relative composition of slow versus fast twitch muscle fibers in each species contribute to this efficiency along with the kinematic factors that we discussed in class?"
U088N1B170S,"I think that the answer is that they likely have very very small amounts of incredibly specialized muscles that allow them to have that transparent appearance as young. As they age, I think they likely develop more fast twitch muscles, despite what one may think. fish and eels are very strong and explosive when they want to be, which allows them to avoid predators"
U088N1B170S,"BESIDES fluid density, what other evolutionary factors do you believe led to most vertebrates that travel through the air to use their front limbs for locomotion compared to vertebrates that live underwater to mostly use tails for locomotion. a good example would be seals vs bats, both mammals."
U0887F6V4UX,"Learning about swimming efficiency reminded me of how competitive swimmers swim. I know that the dolphin dive is great for maintaining a relatively high speed and momentum. I believe this is because it imitates how fishes swim, rather than using our arms to stroke forward. It also minimizes drag as there is less surface area as we use less of our upper body to break the surface of water."
U0887F6V4UX,"After quick research, it does seem like tunas have a higher amount of fast twitch muscle fibers compared to eels. This allows the tuna to be faster with more endurance, while the eels are able to maintain a constant speed for longer."
U088N1D569Y,I feel that likely this has to do with 
U0887F68Q8P,"In today's class, we discussed use the dry mass to measure body constitution (% of dry mass) of female yellow eels at the start, after a 5500 km swim, and after 6 months of rest. Are there any deficiencies using this method to study the composition of eel? Are there any other ways to measure and study it?"
U088N1DJDS6,"I mean, airborne vertebrates need to counteract gravity to stay aloft, and front limbs are generally more easily modifiable for generating lift due to their physiological structure. If humans could elongate their forelimb bones, we could potentially spread them into wing-like structures. Aquatic animals, on the other hand, only need propulsion because buoyancy significantly reduces gravity's effect. There's less need to generate upward lift actively, and thus directional thrust is more essential, and tails/hindlimbs are much easier at producing said thrust."
U088N1DJDS6,"We talked about eels and their ability to swim long distances over extended periods without consuming food, relying heavily on stored energy reserves, and barely losing any mass in the process. I was kind of confused about the mechanism in place that allows for such a feature to exist within these organisms. I mean, like the eel in the lab swimming for 6 months and barely losing any fat, protein, or carbohydrate levels is insane. Brian posed the question to me after class, and I wasn't sure what the answer would be. What is it about eels that allows for such prolonged, energetically efficient swimming?"
U0887F33HTR,"(Discussion Reply) From what I have found, it is a combination of a lot of things that result in an exceptionally slow metabolism and efficient movement. Eels can minimize unnecessary movement, using ocean currents and swimming in a way that requires minimal propulsion; they can make certain systems like the digestive system enter dormancy when they are not needed to save energy; they have specialized slow-twitch muscle fibers that are highly efficient. Also, what we saw from the paper was that they only lost a bit of fat—eels have an almost exclusively fat metabolism which is much more energy dense/efficient than any molecule. In terms of their movement, their bodies are also highly streamlined and minimize friction to reduce drag, and their undulatory movement requires very little energy while also allowing for easy constant motion so that slow-twitch fibers can be used."
U0887F33HTR,"(Discussion) I thought that the use of Von Karman vortices by the trout for passive movement was extremely interesting; other than behind rocks in rivers/streams, where else can these vortices be found in nature, and what organisms use them?"
U088FCLC7PG,"(Discussion) I am also taking Deep Sea Biology currently, and after class today, I watched a video of a Dumbo Octopus move in the ocean. This animal uses its fins, which are on its head, to move as opposed to its posterior"
U088FCLP61L,One question I had was regarding the determination of animals to use different locomotion styles. Obviously this stems from 
U088N1D569Y,I found an article that talked about the different factors of speed in eels - amplitude and frequency - but also introduced an extra factor of tail angle. The researchers
U088QGKHJ20,"Aquatic locomotion varies significantly across different species, with body shape playing a crucial role in propulsion efficiency. Anguilliform swimmers, like eels, rely on full-body undulation to generate thrust, while carangiform swimmers, such as trout, use only the posterior part of their bodies for movement. In contrast, ostraciiform swimmers, like boxfish, primarily use their fins for propulsion, minimizing body movement. These biomechanical principles highlight how different species have evolved unique adaptations for movement in aquatic environments. How might these locomotion strategies influence ecological niches and predator-prey interactions?"
U088QGKHJ20,"Von Karman vortices show up in a lot of places in nature besides just behind rocks in rivers. In the ocean, I would imagine they can form (on a much larger scale) behind islands or coral reefs. Even birds like geese flying in a V formation, take advantage of similar air currents to make flying easier. It’s really cool how different animals have figured out ways to use these natural patterns to move more efficiently."
U088QGJBE0L,In class we discussed how tuna are relatively inefficient in their swimming and compensate using an elevated metabolic rate. I wonder what other mechanisms marine animals use to overcome relatively inefficient swim techniques/behaviors? 
U088QGJBE0L,Another example of the formation of these vortices in air might be behind a mountain or peak. You 
